update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,1024,2257.594429928098,46,0.09035000205039978,0.23904363637953366,0.0,0.7228000164031982,9.625,25.465356368996684,0.0,77.0,1.808203101158142,0.570962518453598,0.09634003229439259,0.0017131341737695038,0.07934970165368675,0.09035000205039978,0.23904363637953366,0.0,0.7228000164031982
2,2048,2272.4598499053973,47,0.09035000205039978,0.23904363637953366,0.0,0.7228000164031982,228.375,57.21437210177177,77.0,250.0,1.8199791312217712,0.48806633800268173,0.15332220494747162,0.013873073505237699,0.16139892376430515,0.09035000205039978,0.23904363637953366,0.0,0.7228000164031982
3,3072,2310.2450309182527,47,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.831847757101059,0.43281373381614685,0.08013351261615753,0.0026074488123413175,0.07323587230202833,0.0,0.0,0.0,0.0
4,4096,2306.2815080994324,48,0.018799999728798866,0.04974012393048355,0.0,0.15039999783039093,248.25,4.630064794363034,236.0,250.0,1.8668935894966125,0.32156437635421753,0.1104180384427309,0.0072658403078094125,0.07186016215068101,0.018799999728798866,0.04974012393048355,0.0,0.15039999783039093
5,5120,2333.3501545890203,48,0.07954999804496765,0.21046951162265878,0.0,0.6363999843597412,231.375,49.277118168578,101.0,250.0,1.8948582708835602,0.2707979530096054,0.051088154315948486,0.002866356575395912,0.06610957486540463,0.07954999804496765,0.21046951162265878,0.0,0.6363999843597412
6,6144,2254.881393910566,49,0.10059999860823154,0.20988110439333493,0.0,0.6363999843597412,229.0,48.77755631435425,101.0,250.0,1.9119579792022705,0.18780261278152466,0.06184401270002127,0.003401070716790855,0.06304935448191412,0.10059999860823154,0.20988110439333493,0.0,0.6363999843597412
7,7168,2212.901440380529,49,0.07594999670982361,0.20094480337036716,0.0,0.6075999736785889,232.375,46.631366857513406,109.0,250.0,1.922677904367447,0.15975041687488556,0.028746333438903093,0.002055645309155807,0.02756814594107153,0.07594999670982361,0.20094480337036716,0.0,0.6075999736785889
8,8192,2203.1088415868044,49,0.1050999965518713,0.20469241962736534,0.0,0.6075999736785889,227.75,46.48857386498321,109.0,250.0,1.9359364807605743,0.11680283583700657,0.03151498967781663,0.0010086434776894748,0.02699806309381048,0.1050999965518713,0.20469241962736534,0.0,0.6075999736785889
9,9216,2132.1778095938307,50,0.13075000047683716,0.22758061923104983,0.0,0.5680000185966492,220.625,51.26143165187644,120.0,250.0,1.9290485084056854,0.11088253743946552,0.00909518648404628,0.002586010203231126,0.015573821387525385,0.13075000047683716,0.22758061923104983,0.0,0.5680000185966492
10,10240,2179.8367855714514,50,0.21605000086128712,0.23221425092994605,0.0,0.5752000212669373,203.875,51.83251272126405,118.0,250.0,1.9344012439250946,0.10650992207229137,0.004472634580451995,0.00143086098250933,0.016601865555122358,0.21605000086128712,0.23221425092994605,0.0,0.5752000212669373
11,11264,2200.031397939792,51,0.17025000043213367,0.2568035782950408,0.0,0.6435999870300293,213.125,60.22756324972811,99.0,250.0,1.9367234706878662,0.1059161014854908,0.010350555647164583,0.0024386525619775057,0.01725296190478772,0.17025000043213367,0.2568035782950408,0.0,0.6435999870300293
12,12288,2128.3750963846587,51,0.17925000376999378,0.2739258680088863,0.0,0.7156000137329102,210.625,65.12859874893671,79.0,250.0,1.9370861053466797,0.09072691388428211,0.0019504085357766598,0.002298788051120937,0.014339920903126687,0.17925000376999378,0.2739258680088863,0.0,0.7156000137329102
