update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,1024,1609.2306080615012,58,0.0,0.0,0,0,0.0,0.0,0,0,1.872612714767456,0.23055462166666985,0.028783902991563082,0.002059293881757185,0.04761955591808762,0.0,0.0,0,0
2,2048,1591.141735687673,59,0.059300001710653305,0.15689305727209343,0.0,0.47440001368522644,237.0,34.39476704383968,146.0,250.0,1.8886255621910095,0.1567830741405487,0.051768915727734566,0.0027263524825684726,0.034860738902491153,0.059300001710653305,0.15689305727209343,0.0,0.47440001368522644
3,3072,1614.7143121922575,60,0.059300001710653305,0.15689305727209343,0.0,0.47440001368522644,237.0,34.39476704383968,146.0,250.0,1.9104695916175842,0.12379310466349125,0.0230805235914886,0.0003424954411457293,0.011055012808813318,0.059300001710653305,0.15689305727209343,0.0,0.47440001368522644
4,4096,1605.1440103567147,60,0.05795000120997429,0.15332129167748407,0.0,0.4636000096797943,237.375,33.40261030219045,149.0,250.0,1.9328210353851318,0.10193334519863129,0.026085281278938055,0.0013692628417629749,0.01682569354920486,0.05795000120997429,0.15332129167748407,0.0,0.4636000096797943
5,5120,1557.8855164874149,61,0.20209999941289425,0.24264506910165803,0.0,0.6003999710083008,207.75,56.35989265426257,111.0,250.0,1.9328770339488983,0.09869019314646721,-0.007325623766519129,0.0032454407773911953,0.01875296096217673,0.20209999941289425,0.24264506910165803,0.0,0.6003999710083008
6,6144,1590.0643346039137,62,0.347249997779727,0.272312275194497,0.0,0.7839999794960022,174.375,67.28101050816642,60.0,250.0,1.9265751540660858,0.10126233287155628,-0.0018720642838161439,0.003581819823011756,0.026046469318313552,0.347249997779727,0.272312275194497,0.0,0.7839999794960022
7,7168,1604.3339744492462,62,0.17519999854266644,0.2674779943336912,0.0,0.7839999794960022,211.75,63.33591003530304,60.0,250.0,1.9235758483409882,0.0695384880527854,0.016706415684893727,0.0005018989759264514,0.01952141320854644,0.17519999854266644,0.2674779943336912,0.0,0.7839999794960022
8,8192,1602.6864498265763,63,0.2017500028014183,0.2707317484579648,0.0,0.7084000110626221,204.375,62.37374748241442,81.0,250.0,1.9131053984165192,0.0959316585212946,-0.006995182047830895,0.005436492501758039,0.035944542496670805,0.2017500028014183,0.2707317484579648,0.0,0.7084000110626221
9,9216,1608.7224870776838,64,0.3765999972820282,0.3091442339915639,0.0,0.765999972820282,162.75,73.31908005423963,65.0,250.0,1.9043964743614197,0.08481507375836372,0.0002246725489385426,0.0019796075066551566,0.01906350089678603,0.3765999972820282,0.3091442339915639,0.0,0.765999972820282
10,10240,1602.4986842247633,64,0.18644444478882682,0.24786228943002375,0.0,0.6904000043869019,210.55555555555554,57.72754226365842,86.0,250.0,1.8668614029884338,0.11652477271854877,-0.011464790208265185,0.0073611808475106955,0.03649413155887725,0.18644444478882682,0.24786228943002375,0.0,0.6904000043869019
11,11264,1582.7673085859608,65,0.23350000008940697,0.2412719441799403,0.0,0.6904000043869019,202.5,57.630287176102115,86.0,250.0,1.9003675282001495,0.10675858519971371,0.01543659158051014,0.0011332887806929648,0.03117447395206302,0.23350000008940697,0.2412719441799403,0.0,0.6904000043869019
12,12288,1572.4699227598358,66,0.1298500020056963,0.285277618610038,0.0,0.8704000115394592,220.875,70.1524010636842,36.0,250.0,1.9111886024475098,0.10224948637187481,0.013605962274596095,0.005319416173733771,0.03217886693596067,0.1298500020056963,0.285277618610038,0.0,0.8704000115394592
13,13312,1622.9851576026947,66,0.1298500020056963,0.285277618610038,0.0,0.8704000115394592,220.875,70.1524010636842,36.0,250.0,1.9267235100269318,0.05865578353404999,0.011695910478010774,0.0001375413212372223,0.007884704192284545,0.1298500020056963,0.285277618610038,0.0,0.8704000115394592
14,14336,1590.8723958757755,67,0.12354999594390392,0.25254031924637893,0.0,0.7623999714851379,222.625,60.29705113021697,66.0,250.0,1.9303818047046661,0.06232441682368517,-6.575463339686394e-05,0.0033049225457943976,0.023136055827823947,0.12354999594390392,0.25254031924637893,0.0,0.7623999714851379
15,15360,1593.8608598972648,67,0.1382999960333109,0.18989162119193473,0.0,0.4779999852180481,222.0,40.36396908134778,145.0,250.0,1.9242327213287354,0.06149291526526213,-0.002418071308056824,0.0019585926784202456,0.017990259954112145,0.1382999960333109,0.18989162119193473,0.0,0.4779999852180481
16,16384,663.3644861141079,69,0.136049997061491,0.1889434186382496,0.0,0.4779999852180481,222.625,40.28938290666662,145.0,250.0,1.938054382801056,0.04879501461982727,0.008320327964611351,0.0005299609911162406,0.00940871114716383,0.136049997061491,0.1889434186382496,0.0,0.4779999852180481
17,17408,1324.7154603644892,70,0.12399999797344208,0.2147742966284395,0.0,0.4959999918937683,222.5,47.63139720814412,140.0,250.0,1.9358179867267609,0.05598358903080225,-0.008420543803367764,0.0026375247980467975,0.01614154482015169,0.12399999797344208,0.2147742966284395,0.0,0.4959999918937683
18,18432,1476.634038134923,71,0.12399999797344208,0.2147742966284395,0.0,0.4959999918937683,222.5,47.63139720814412,140.0,250.0,1.9333260357379913,0.057708609849214554,0.013662934768944979,0.000602332831476815,0.016183927692799915,0.12399999797344208,0.2147742966284395,0.0,0.4959999918937683
19,19456,2379.4582195533676,71,0.08530000038444996,0.1768505320514972,0.0,0.5356000065803528,233.25,39.63190003015248,129.0,250.0,1.9276405572891235,0.042620607651770115,-0.002471637912094593,0.001953049300936982,0.015455646311041273,0.08530000038444996,0.1768505320514972,0.0,0.5356000065803528
20,20480,2160.8789365275343,71,0.20715000107884407,0.27569370419801054,0.0,0.6940000057220459,202.875,63.62082501036905,85.0,250.0,1.9269259870052338,0.059434554539620876,-0.007560528058093041,0.002067699999315664,0.024917382305838558,0.20715000107884407,0.27569370419801054,0.0,0.6940000057220459
21,21504,1994.954420402106,72,0.12040000036358833,0.21027952920115217,0.0,0.5356000065803528,223.5,46.50806381693394,129.0,250.0,1.918982356786728,0.049927146174013615,0.00704942352604121,0.0018435317324474454,0.03134560255170427,0.12040000036358833,0.21027952920115217,0.0,0.5356000065803528
22,22528,1958.159041110255,73,0.22110000252723694,0.30044212816192745,0.0,0.7588000297546387,199.0,70.80430777855257,67.0,250.0,1.9238700568675995,0.07906613312661648,-0.019211759325116873,0.005315579241141677,0.03964179394091111,0.22110000252723694,0.30044212816192745,0.0,0.7588000297546387
23,23552,2100.5952119758804,73,0.3584999982267618,0.2688121097641638,0.0,0.7588000297546387,171.25,65.8573268513079,67.0,250.0,1.9084869027137756,0.06397353205829859,-0.004737853625556454,0.002397560077952221,0.01923183674841293,0.3584999982267618,0.2688121097641638,0.0,0.7588000297546387
24,24576,2373.7179592612733,73,0.5417777796586355,0.33163916847316854,0.0,0.8776000142097473,121.11111111111111,82.23063020073407,34.0,250.0,1.890825867652893,0.12363329343497753,-0.05850932188332081,0.015207228483632207,0.07645870403662533,0.5417777796586355,0.33163916847316854,0.0,0.8776000142097473
25,25600,2276.6722780837217,74,0.35544999688863754,0.3017004403034314,0.0,0.7983999848365784,168.625,71.74422886197885,56.0,250.0,1.8664927780628204,0.11077266000211239,-0.0068240010004956275,0.004264591436367482,0.034323340900014127,0.35544999688863754,0.3017004403034314,0.0,0.7983999848365784
26,26624,2270.247269075244,74,0.4745999947190285,0.29505382081932996,0.0,0.7947999835014343,139.0,70.92954250522133,57.0,250.0,1.8112330436706543,0.14548006653785706,-0.020050523104146123,0.00935555319301784,0.05178496353565339,0.4745999947190285,0.29505382081932996,0.0,0.7947999835014343
27,27648,2243.341636111024,75,0.602850005030632,0.35525030673028263,0.0,0.9100000262260437,103.375,86.929479320884,25.0,250.0,1.8260574638843536,0.18076613172888756,-0.03402597922831774,0.012584550073370337,0.08247734705998133,0.602850005030632,0.35525030673028263,0.0,0.9100000262260437
28,28672,2216.642906688687,75,0.5350666679441929,0.27673122395495603,0.0,0.9136000275611877,126.83333333333333,72.66227050922339,24.0,250.0,1.83827406167984,0.2116229310631752,-0.05640011467039585,0.0174148369114846,0.09175131544732158,0.5350666679441929,0.27673122395495603,0.0,0.9136000275611877
29,29696,2425.522505575356,76,0.7902999930083752,0.12362802227732377,0.5248000025749207,0.9387999773025513,58.25,34.3411196672444,17.0,132.0,1.7636037766933441,0.3287605494260788,-0.11577938124537468,0.019590721931308508,0.1340136243015666,0.7902999930083752,0.12362802227732377,0.5248000025749207,0.9387999773025513
30,30720,2456.8319588507543,76,0.7934133291244507,0.23168939508192762,0.0,0.9495999813079834,55.53333333333333,58.083694403468826,14.0,250.0,1.6858814656734467,0.36262301355600357,-0.05196453724056482,0.022654466796666384,0.1476910944696496,0.7934133291244507,0.23168939508192762,0.0,0.9495999813079834
31,31744,2384.832955477412,77,0.7172749992460012,0.2975105755990856,0.0,0.9603999853134155,75.0625,74.36688506149764,11.0,250.0,1.7331972122192383,0.3405013084411621,-0.02762890188023448,0.015211592661216855,0.06524280264357935,0.7172749992460012,0.2975105755990856,0.0,0.9603999853134155
32,32768,2496.0277093148743,77,0.7997846167821151,0.17250284927434478,0.3052000105381012,0.9495999813079834,55.61538461538461,47.9174586162151,14.0,193.0,1.7291829884052277,0.3508831411600113,-0.02046931884251535,0.013508794596418738,0.08435266688146452,0.7997846167821151,0.17250284927434478,0.3052000105381012,0.9495999813079834
33,33792,2268.6188184288258,77,0.7059529476306018,0.30433139618822924,0.0,0.9639999866485596,78.41176470588235,77.10272660436199,10.0,250.0,1.6347713470458984,0.37743715941905975,-0.03813046216964722,0.01874156086705625,0.12004259207098672,0.7059529476306018,0.30433139618822924,0.0,0.9639999866485596
34,34816,2109.6823594827874,78,0.8704216190286584,0.16194970932240763,0.0,0.9711999893188477,35.24324324324324,40.999937643594905,8.0,250.0,1.4294293522834778,0.5810393691062927,-0.10660130344331264,0.021166435908526182,0.23855381775034928,0.8704216190286584,0.16194970932240763,0.0,0.9711999893188477
35,35840,2305.355548649277,78,0.9103348795757737,0.06698102435225241,0.5968000292778015,0.9675999879837036,24.906976744186046,18.60584298508148,9.0,112.0,1.4295844733715057,0.6829713433980942,-0.08400657214224339,0.016272152541205287,0.18274493188535762,0.9103348795757737,0.06698102435225241,0.5968000292778015,0.9675999879837036
36,36864,2285.872665012523,79,0.9187319063125773,0.051384720693769315,0.7444000244140625,0.9747999906539917,22.574468085106382,14.273535518799406,7.0,71.0,1.34293794631958,0.731376513838768,-0.07279562018811703,0.008901519700884819,0.13810664306982354,0.9187319063125773,0.051384720693769315,0.7444000244140625,0.9747999906539917
37,37888,1865.4710604382478,79,0.9246076803940994,0.04206240255247603,0.7839999794960022,0.9675999879837036,20.942307692307693,11.684001984203183,9.0,60.0,1.2981586158275604,0.7797416895627975,-0.06927710026502609,0.00589025835506618,0.09165189250888567,0.9246076803940994,0.04206240255247603,0.7839999794960022,0.9675999879837036
38,38912,1586.013468846507,80,0.9169157821881143,0.050416103641828636,0.7192000150680542,0.9783999919891357,23.07894736842105,14.004475936656387,6.0,78.0,1.381469190120697,0.7635458111763,-0.020758121740072966,0.004629754461348057,0.06434165114166976,0.9169157821881143,0.050416103641828636,0.7192000150680542,0.9783999919891357
39,39936,1235.8167144692077,81,0.9267368316650391,0.0480465085933919,0.6399999856948853,0.9711999893188477,20.350877192982455,13.346254127302254,8.0,100.0,1.309168964624405,0.8188316226005554,-0.03131263889372349,0.0034533660509623587,0.060739955453706064,0.9267368316650391,0.0480465085933919,0.6399999856948853,0.9711999893188477
40,40960,1449.9732777511638,82,0.9357785603829792,0.027949937148854822,0.8452000021934509,0.9675999879837036,17.839285714285715,7.76387418412604,9.0,43.0,1.248849868774414,0.8445682376623154,-0.012783785117790103,0.0023349429829977453,0.05070792375846455,0.9357785603829792,0.027949937148854822,0.8452000021934509,0.9675999879837036
41,41984,1656.8587709061871,82,0.9371199905872345,0.02608005011473892,0.8416000008583069,0.9675999879837036,17.466666666666665,7.24446148600586,9.0,44.0,1.241163283586502,0.8440495878458023,-0.011126821860671043,0.0018754397460725158,0.03942274707582699,0.9371199905872345,0.02608005011473892,0.8416000008583069,0.9675999879837036
42,43008,1084.7367153467546,83,0.9357236222787337,0.022978732027557486,0.8560000061988831,0.9675999879837036,17.854545454545455,6.382983576576316,9.0,40.0,1.273289680480957,0.8390340507030487,-0.0066731590777635574,0.0015577164595015347,0.03110855189831653,0.9357236222787337,0.022978732027557486,0.8560000061988831,0.9675999879837036
43,44032,848.4253039291972,84,0.9409046017206633,0.023398010474516753,0.8379999995231628,0.9747999906539917,16.415384615384614,6.499449225641077,7.0,45.0,1.1874409019947052,0.858007475733757,-0.012075521517544985,0.001520697376690805,0.0323007921306532,0.9409046017206633,0.023398010474516753,0.8379999995231628,0.9747999906539917
44,45056,1459.7749230850802,85,0.9465577316955781,0.016399030237264037,0.8920000195503235,0.9747999906539917,14.845070422535212,4.555287555506296,7.0,30.0,1.2227936089038849,0.8686093240976334,-0.0098198470659554,0.0009531369287287816,0.026337783641520528,0.9465577316955781,0.016399030237264037,0.8920000195503235,0.9747999906539917
45,46080,1957.94212379303,86,0.9428645016685608,0.021045957451103058,0.8560000061988831,0.9711999893188477,15.870967741935484,5.846101184847518,8.0,40.0,1.2852104306221008,0.8609302639961243,0.00373893158393912,0.0013870826223865151,0.03887009135344395,0.9428645016685608,0.021045957451103058,0.8560000061988831,0.9711999893188477
46,47104,1898.655368660233,86,0.9452058699201135,0.02125170346591371,0.8632000088691711,0.9783999919891357,15.220588235294118,5.903253311012432,6.0,38.0,1.3093401491641998,0.8718143552541733,0.004454317502677441,0.0011015352501999587,0.02773283520817265,0.9452058699201135,0.02125170346591371,0.8632000088691711,0.9783999919891357
47,48128,2255.5800671374973,87,0.9428363523700021,0.02489041614157585,0.8596000075340271,0.9747999906539917,15.878787878787879,6.914006757290093,7.0,39.0,1.2801730632781982,0.8712807148694992,0.009195279562845826,0.0017077327938750386,0.039749959383701045,0.9428363523700021,0.02489041614157585,0.8596000075340271,0.9747999906539917
48,49152,2240.381048162039,87,0.9363571341548648,0.029444530949745945,0.8596000075340271,0.9747999906539917,17.678571428571427,8.179039287927976,7.0,39.0,1.2701483070850372,0.8468841314315796,0.005069212464150041,0.0019547705887816846,0.04379530325126844,0.9363571341548648,0.029444530949745945,0.8596000075340271,0.9747999906539917
49,50176,2194.861937789116,88,0.9408249892294407,0.02639988601659515,0.8163999915122986,0.9747999906539917,16.4375,7.333303740470594,7.0,51.0,1.2454774081707,0.840719148516655,-0.017847776180133224,0.0021428659674711525,0.04329786044371708,0.9408249892294407,0.02639988601659515,0.8163999915122986,0.9747999906539917
50,51200,1421.764549363412,88,0.9426856987060063,0.0205687249464188,0.8704000115394592,0.9711999893188477,15.920634920634921,5.713536106035476,8.0,36.0,1.1955257654190063,0.8508182466030121,-0.012669689487665892,0.0015281670494005084,0.038909412030743065,0.9426856987060063,0.0205687249464188,0.8704000115394592,0.9711999893188477
