MaxReturn,NumTrajs,policy/KL,MinReturn,EnvExecTime,policy/LossBefore,policy/dLoss,PolicyExecTime,Iteration,policy/LossAfter,ProcessExecTime,policy/Entropy,StdReturn,Perplexity,Entropy,AverageReturn,AverageDiscountedReturn,Extras/EpisodeRewardMean,LinearFeatureBaseline/ExplainedVariance,policy/KLBefore
46.0,280,0.008305056,8.0,0.05421638488769531,-1.528745201540005e-06,0.008883339839371729,0.4342646598815918,0,-0.008884868584573269,0.023070812225341797,0.6157743,5.557352869700407,1.789262594122149,0.5818035763834334,14.289285714285715,13.247397293127404,14.95,1.4934125380783314e-08,-8.686903e-10
47.0,275,0.009817399,8.0,0.057969093322753906,2.5002697690013065e-09,0.04531787585899627,0.41611552238464355,1,-0.0453178733587265,0.023970842361450195,0.62545145,5.782618583820864,1.8468938092208327,0.6135052059101552,14.563636363636364,13.475813763820744,14.83,0.4615617835678234,-2.0145957e-10
75.0,225,0.006762651,8.0,0.05655312538146973,1.3786916497338098e-08,0.03063597791231132,0.41490626335144043,2,-0.03063596412539482,0.022655725479125977,0.6536196,9.566046953731078,1.8895840668457173,0.6363567344004943,17.83111111111111,16.04623344433255,17.53,0.2267717439569551,-2.405616e-10
83.0,174,0.007372871,8.0,0.05579805374145508,-2.788315001112096e-08,0.032128358316324324,0.41260409355163574,3,-0.032128386199474335,0.021427631378173828,0.65594,14.496938187265284,1.9343913994718303,0.6597927547724725,23.29310344827586,20.09565450184478,25.08,0.2238925717018665,2.2874135e-11
100.0,126,0.00984817,10.0,0.05672812461853027,-2.8421633047059913e-08,0.03487702224636813,0.41806554794311523,4,-0.034877050668001175,0.020624637603759766,0.6402711,22.16865993913711,1.9262450369429507,0.6555725311104919,32.20634920634921,26.013418796785647,31.99,0.20282370984360176,-2.1545463e-11
100.0,71,0.009027453,9.0,0.055437326431274414,8.083770097755405e-08,0.028936349599455014,0.4123096466064453,5,-0.028936268761754036,0.019162654876708984,0.61700195,29.851546997820112,1.9057995873807079,0.6449016514247954,57.40845070422535,41.294770758365715,51.08,0.2662206795668631,-9.877701e-12
100.0,53,0.006191808,18.0,0.05588698387145996,2.1190189158915018e-08,0.018934230089925563,0.4288606643676758,6,-0.018934208899736404,0.019113540649414062,0.6122651,28.49004122970346,1.8600336983157275,0.6205946049350393,77.69811320754717,52.10717419707485,69.62,0.5389296737162699,2.2099468e-10
100.0,45,0.005325939,23.0,0.05429863929748535,4.7080423115630765e-08,0.006969953004475116,0.41814470291137695,7,-0.006969905924052,0.01854109764099121,0.59976465,22.540323263864394,1.8286712606783684,0.6035896160634509,89.57777777777778,58.12691457745333,82.81,0.7478380027693956,-5.795262e-11
100.0,44,0.0063301926,17.0,0.0543360710144043,3.5673602960528683e-10,0.013114309295120086,0.421358585357666,8,-0.013114308938384056,0.018455982208251953,0.578939,19.019835231447328,1.828592070251765,0.6035463102254784,91.13636363636364,59.13341962089001,88.56,0.8125882645945708,4.9346427e-10
