1,1024,2406.531075864859,40,0.04399999976158142,0.11796821487659073,0.0,0.4059999883174896,48.25,4.75,33.0,50.0,1.7931379973888397,0.32880307734012604,0.15856602042913437,0.01166787976399064,0.14680985434763574,0.26751999884843825,0.3454989564454105,0.0,0.8920000195503235
2,2048,2652.047647069357,41,0.021416666607062023,0.1027107248384269,0.0,0.5139999985694885,49.041666666666664,4.596005209841357,27.0,50.0,1.8084608316421509,0.1467757411301136,0.1378100849688053,0.010299067245796323,0.11445209759954172,0.20708000108599664,0.3003533161121626,0.0,0.9100000262260437
3,3072,2628.3236283503734,43,0.4738333308034473,0.4273292668083942,0.0,0.9819999933242798,26.916666666666668,21.19535457489578,1.0,50.0,1.7271572947502136,0.18846357613801956,-0.007895458140410483,0.01860579219646752,0.06969698966126556,0.23429999969899654,0.321444410744594,0.0,0.9279999732971191
4,4096,2632.200791566107,44,0.26899999609360326,0.3520350672100115,0.0,0.9639999866485596,37.19230769230769,16.959270736247046,2.0,50.0,1.7637000977993011,0.1357390433549881,0.011565735912881792,0.011598063632845879,0.06518677592237598,0.2617799998819828,0.3341078741617141,0.0,0.9100000262260437
5,5120,2629.416195368029,46,0.26903448022645093,0.4359865888356118,0.0,0.9819999933242798,36.58620689655172,21.73907532433691,1.0,50.0,1.8445815742015839,0.062058791518211365,0.036123430356383324,0.0012304342235438526,0.030199949741131493,0.25143999956548213,0.3183652083459702,0.0,0.9279999732971191
6,6144,2668.190329460338,47,0.005263157973164006,0.02232968815968188,0.0,0.10000000149011612,50.0,0.0,50.0,50.0,1.86232528090477,0.07723891735076904,0.025578202679753304,0.0048820567317306995,0.03811345151771506,0.27899999901652334,0.3305553496941742,0.0,0.9279999732971191
7,7168,2646.520889804686,48,0.03363636406985196,0.1076064156614878,0.0,0.42399999499320984,48.63636363636363,4.406043933110048,32.0,50.0,1.8717042803764343,0.0475686164572835,0.023460236843675375,0.0032301166793331504,0.028043762159220626,0.2709200013428926,0.3265164543762061,0.0,0.9100000262260437
8,8192,2590.614783204003,50,0.23253845939269432,0.3860532240741488,0.0,0.9279999732971191,38.57692307692308,19.00439843202919,4.0,50.0,1.861375242471695,0.059782848693430424,-0.009874888230115175,0.008613852318376303,0.03865416789725281,0.2718800002336502,0.33277257412330735,0.0,0.9100000262260437
9,9216,2633.9150861011626,51,0.2141599988937378,0.3186375581944962,0.0,0.8379999995231628,39.88,15.17186870494205,9.0,50.0,1.8121357262134552,0.11941380798816681,-0.043606785126030445,0.014351660152897239,0.05728546988915974,0.30225999884307386,0.3393026544139657,0.0,0.9279999732971191
10,10240,2602.1336422393424,52,0.19223076821519777,0.25908259609768436,0.0,0.7120000123977661,41.88461538461539,12.286098845934417,16.0,50.0,1.8359561264514923,0.1310427226126194,-0.0005951132625341415,0.013441293500363827,0.06557766628374297,0.30837999999523164,0.34439392477535385,0.0,0.8740000128746033
