1,1024,2676.9294270018536,0,0.0,0.0,0,0,0.0,0.0,0,0,1.9156653583049774,-0.11789965443313122,-0.024816149845719337,0.002735901391133666,0.07008434699027563,0.0,0.0,0,0,0.4439599961042404,0.2883660653909665,0.0,0.9387999773025513
2,2048,2864.239544279013,2,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9021573662757874,-0.0650109089910984,-0.027989188209176064,0.0006433299859054387,0.029944610296849486,0.0,0.0,0.0,0.0,0.27635999470949174,0.2767889788751609,0.0,0.6399999856948853
1,8192,2481.960027137073,0,0.0,0.0,0,0,0.0,0.0,0,0,1.9452583193778992,-0.03776960074901581,-0.005908800638280809,2.6752546546049416e-05,0.006365509717148153
2,9216,2462.764266652599,0,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9443898499011993,-0.024036343675106764,-0.009424412157386541,5.0642871428863145e-05,0.0034112807888239407
3,10240,2448.7175327229834,1,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9443339109420776,-0.017939187586307526,-0.0034577781916595995,5.7177711596523295e-06,0.0011997123550964983
4,11264,2489.45511875284,1,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9453972280025482,-0.013076853239908814,-0.004539088113233447,1.3540848385673598e-05,0.001522463979576593
5,12288,2487.9495987969703,2,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9456245005130768,-0.009966420475393534,-0.0017843623354565352,2.2830284081010177e-06,0.0008650887437363572
6,13312,2574.6889044750174,2,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9456965625286102,-0.0059727932093665,-0.0023601598222739995,3.858383706756285e-06,0.0009864579206244428
7,14336,2565.4583908749028,2,0.16269999742507935,0.2899869426020958,0.0,0.7875999808311462,211.75,68.92160401499663,59.0,250.0,1.9406961500644684,0.024919162970036268,-0.022602805867791176,0.006470981752499938,0.02295925835984567
8,15360,2576.536182762092,3,0.20759999752044678,0.2891263342206214,0.0,0.7875999808311462,202.75,68.03445818113053,59.0,250.0,1.92750883102417,0.007541658938862383,-0.0043663037358783185,0.0004650700357160531,0.0073650899504962095
9,16384,2555.1532365917387,3,0.07010000199079514,0.18546717217277664,0.0,0.5608000159263611,234.0,42.33202097703345,122.0,250.0,1.9370932281017303,0.012823246419429779,-0.009101071278564632,0.0016560664516873658,0.014562523337854521
10,17408,2568.7526628209844,4,0.18375000543892384,0.2815414052016997,0.0,0.7516000270843506,209.375,67.26614583131696,69.0,250.0,1.9218869805335999,0.02516133338212967,-0.011967920756433159,0.004147390223806724,0.028758821473808684
11,18432,2551.4131764415147,4,0.1644000019878149,0.28661835699619503,0.0,0.8776000142097473,214.75,70.24199242618336,34.0,250.0,1.9180621802806854,0.02314746391493827,-0.004579777280014241,0.002044111824943684,0.033389012425639526
12,19456,2567.617815995753,4,0.07000000029802322,0.12124355704601278,0.0,0.2800000011920929,237.5,21.650635094610966,200.0,250.0,1.9368987381458282,0.02787403156980872,0.0010699476988520473,0.0006449122665799223,0.009773936047092717
13,20480,2596.9619220204095,5,0.03500000014901161,0.09260129628150834,0.0,0.2800000011920929,243.75,16.535945694153693,200.0,250.0,1.9330787360668182,0.024625783786177635,0.005217313999310136,0.0001061821894836612,0.004148316303183975
14,21504,2594.6337466857003,5,0.0507499985396862,0.13427187517290082,0.0,0.4059999883174896,239.375,28.111107680061274,165.0,250.0,1.9327544569969177,0.023024377413094044,-0.0019749840575968847,0.0009389606639160775,0.013556823780937127
15,22528,2476.757398756364,6,0.14369999803602695,0.19588269098075517,0.0,0.4959999918937683,220.5,41.89868733027325,140.0,250.0,1.9358276724815369,0.03296551946550608,-0.006249961676076055,0.0013543557142838836,0.009657631781389255
16,23552,2556.856891124097,6,0.15045000053942204,0.20549943441409677,0.0,0.4959999918937683,218.625,44.58962183064575,140.0,250.0,1.911334753036499,0.05657640006393194,0.0023934032069519162,0.0022755782993044704,0.01891400349390171
17,24576,2575.0717344304403,6,0.15405000187456608,0.21288639849514712,0.0,0.5320000052452087,217.625,46.818632775851114,130.0,250.0,1.938162922859192,0.046635464765131474,-0.002936065968242474,0.0015454718377441168,0.011357554497197296
18,25600,2469.3256798027746,7,0.0965500008314848,0.18242839176398473,0.0,0.5320000052452087,230.125,39.93882040070788,130.0,250.0,1.939845472574234,0.03514189552515745,0.008699296275153756,0.00013207733354647644,0.005065314429051251
