update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,1024,2061.328367549885,42,0.16225000470876694,0.28240680202481483,0.0,0.704800009727478,24.375,42.92417005604185,0.0,113.0,1.6486386060714722,0.8017147034406662,0.13310984894633293,0.0030890475609339774,0.18759905987688977,0.16225000470876694,0.28240680202481483,0.0,0.704800009727478
2,2048,1516.6905369796334,42,0.2349500022828579,0.274102099023944,0.0,0.704800009727478,198.625,64.63152771674208,82.0,250.0,1.7009042799472809,0.5680714845657349,0.17171644419431686,0.018189967842772603,0.2331062366361023,0.2349500022828579,0.274102099023944,0.0,0.704800009727478
3,3072,1099.3565569375046,43,0.07269999757409096,0.137729839747588,0.0,0.4023999869823456,236.75,27.693636453163748,166.0,250.0,1.7680500745773315,0.46535106748342514,0.10783997550606728,0.007225847686640918,0.11392748606908176,0.07269999757409096,0.137729839747588,0.0,0.4023999869823456
4,4096,1670.2849173873512,44,0.06909999996423721,0.1396725797673014,0.0,0.4203999936580658,237.75,29.157974895386683,161.0,250.0,1.8095184564590454,0.3333069831132889,0.09750736318528652,0.006435570772737265,0.09289980985515692,0.06909999996423721,0.1396725797673014,0.0,0.4203999936580658
5,5120,1866.7675450320353,44,0.06909999996423721,0.1396725797673014,0.0,0.4203999936580658,237.75,29.157974895386683,161.0,250.0,1.868260681629181,0.2585041895508766,0.05806134920567274,0.0016781215672381222,0.042215985124062466,0.06909999996423721,0.1396725797673014,0.0,0.4203999936580658
6,6144,1994.2245035643261,45,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.904190182685852,0.18006360530853271,0.056842134334146976,0.0022295343806035817,0.03859573978344739,0.0,0.0,0.0,0.0
7,7168,1843.3573376481243,45,0.024650000035762787,0.0652177699123616,0.0,0.1972000002861023,246.625,8.929410674842993,223.0,250.0,1.9110776782035828,0.1372513398528099,0.027492519468069077,0.00041586598672438413,0.020062492800169564,0.024650000035762787,0.0652177699123616,0.0,0.1972000002861023
8,8192,1834.789625990559,46,0.024650000035762787,0.0652177699123616,0.0,0.1972000002861023,246.625,8.929410674842993,223.0,250.0,1.9161366522312164,0.09579523093998432,0.03072301670908928,0.0008449178421869874,0.02308625969374474,0.024650000035762787,0.0652177699123616,0.0,0.1972000002861023
9,9216,1805.6497702245877,47,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9268913269042969,0.07206754945218563,0.016603488009423018,0.0002210833663411904,0.013136500292153144,0.0,0.0,0.0,0.0
10,10240,1784.2548575098592,47,0.016100000590085983,0.04259659766936067,0.0,0.12880000472068787,249.0,2.6457513110645907,242.0,250.0,1.9263464212417603,0.05455285217612982,0.014184711966663599,0.00023054043049342,0.011350372366727594,0.016100000590085983,0.04259659766936067,0.0,0.12880000472068787
11,11264,2021.2457349978422,48,0.016100000590085983,0.04259659766936067,0.0,0.12880000472068787,249.0,2.6457513110645907,242.0,250.0,1.9304977357387543,0.04237649030983448,0.00971786049194634,8.44623882585438e-05,0.009056523572605899,0.016100000590085983,0.04259659766936067,0.0,0.12880000472068787
12,12288,1963.1031142045647,48,0.043549999594688416,0.11522246852450926,0.0,0.3483999967575073,241.375,22.819605057932094,181.0,250.0,1.9320450723171234,0.032849572598934174,0.00875705387443304,0.000182440740900347,0.0077627458871294035,0.043549999594688416,0.11522246852450926,0.0,0.3483999967575073
13,13312,2027.9520955821943,49,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9358215034008026,0.030085421167314053,0.007589527987875044,5.2181467253831215e-05,0.004313484323111981,0.0,0.0,0.0,0.0
14,14336,2188.6187371650167,49,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9407921433448792,0.02537420205771923,0.0054423121036961675,3.6161276966595324e-05,0.0033706546042814524,0.0,0.0,0.0,0.0
15,15360,2143.1919062078186,50,0.08585000038146973,0.22713775106416914,0.0,0.6868000030517578,229.625,53.907182962941036,87.0,250.0,1.936494529247284,0.031680791173130274,-0.004245910196914338,0.003540646459441632,0.018971955379664444,0.08585000038146973,0.22713775106416914,0.0,0.6868000030517578
16,16384,2135.398360976056,50,0.08585000038146973,0.22713775106416914,0.0,0.6868000030517578,229.625,53.907182962941036,87.0,250.0,1.9363979697227478,0.030427311547100544,0.005033955443650484,6.072980522731086e-05,0.00587452027035699,0.08585000038146973,0.22713775106416914,0.0,0.6868000030517578
17,17408,2134.98332065755,51,0.03905000165104866,0.10331659306533642,0.0,0.3124000132083893,242.625,19.512415919101354,191.0,250.0,1.936148315668106,0.031559170223772526,0.0020801723294425756,0.0006934960692888126,0.010731654325169773,0.03905000165104866,0.10331659306533642,0.0,0.3124000132083893
18,18432,2162.957445565576,51,0.03905000165104866,0.10331659306533642,0.0,0.3124000132083893,242.625,19.512415919101354,191.0,250.0,1.9393580555915833,0.024798067286610603,0.004736887291073799,4.8824075747688767e-05,0.003892502526543435,0.03905000165104866,0.10331659306533642,0.0,0.3124000132083893
19,19456,2206.877337791996,52,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9409555494785309,0.021532320883125067,0.005643940181471407,5.3151882639213e-05,0.004553806626828402,0.0,0.0,0.0,0.0
20,20480,2156.7122195876154,52,0.08585000038146973,0.22713775106416914,0.0,0.6868000030517578,229.625,53.907182962941036,87.0,250.0,1.9404982030391693,0.017865392845124006,3.147675306536257e-05,0.0016501120699103922,0.011866565969386827,0.08585000038146973,0.22713775106416914,0.0,0.6868000030517578
21,21504,2088.122501526602,53,0.26250000298023224,0.34701710670468505,0.0,0.8343999981880188,187.5,83.31116371771553,46.0,250.0,1.933698982000351,0.04421009309589863,-0.02945662848651409,0.00669437984470278,0.043267232837192846,0.26250000298023224,0.34701710670468505,0.0,0.8343999981880188
22,22528,1997.6434121218576,53,0.24540000408887863,0.32079395803575267,0.0,0.7264000177383423,192.25,75.85800880592635,76.0,250.0,1.9250071048736572,0.03740375675261021,-0.01064871926791966,0.003148376476019621,0.025822513500464026,0.24540000408887863,0.32079395803575267,0.0,0.7264000177383423
23,23552,2007.025013002537,54,0.14874999970197678,0.2627001668389316,0.0,0.6976000070571899,215.625,61.22078384829779,84.0,250.0,1.9192300736904144,0.04222932178527117,0.00852175080217421,0.0009099588496610522,0.024688805951648816,0.14874999970197678,0.2627001668389316,0.0,0.6976000070571899
24,24576,2162.951999222439,54,0.18194999732077122,0.27328442043589585,0.0,0.7875999808311462,209.875,64.71946673915043,59.0,250.0,1.8968780040740967,0.042631073854863644,-0.015425112331286073,0.004707357962615788,0.04044304111245805,0.18194999732077122,0.27328442043589585,0.0,0.7875999808311462
25,25600,2151.3507008848405,55,0.2631999980658293,0.24172976401258173,0.0,0.6507999897003174,194.25,56.271107151006014,97.0,250.0,1.904361754655838,0.07148407213389874,-0.009373452456202358,0.004197667876724154,0.03867358248194651,0.2631999980658293,0.24172976401258173,0.0,0.6507999897003174
26,26624,2225.7637594187577,55,0.3620999976992607,0.26079515097914213,0.0,0.7372000217437744,170.25,63.21145070317561,73.0,250.0,1.8927906453609467,0.09082408994436264,-0.013349793734960258,0.005742768291383982,0.05193550287422212,0.3620999976992607,0.26079515097914213,0.0,0.7372000217437744
27,27648,2272.753262312119,56,0.22549999877810478,0.27605229592174163,0.0,0.7372000217437744,201.25,65.82505222177952,73.0,250.0,1.9012914896011353,0.10206816531717777,0.009644539561122656,0.0009325155115220696,0.030453265361192715,0.22549999877810478,0.27605229592174163,0.0,0.7372000217437744
28,28672,2207.767853113182,56,0.31585000082850456,0.3221944771144226,0.0,0.9172000288963318,179.625,79.76831686202236,23.0,250.0,1.9007551670074463,0.11093137040734291,-0.005833949020598084,0.007899670512415469,0.04669022928067695,0.31585000082850456,0.3221944771144226,0.0,0.9172000288963318
29,29696,2245.2590672302076,57,0.4529999941587448,0.2926704568875912,0.0,0.920799970626831,145.0,70.75485849042452,22.0,250.0,1.9030041992664337,0.1332285962998867,-0.02971270913258195,0.007657519541680813,0.047668425064856995,0.4529999941587448,0.2926704568875912,0.0,0.920799970626831
30,30720,2221.1721444791688,57,0.45444999635219574,0.3657001714718048,0.0,0.848800003528595,141.125,88.7136369167672,42.0,250.0,1.84623983502388,0.21080441772937775,-0.01860462478362024,0.013645860133692622,0.08253390015407347,0.45444999635219574,0.3657001714718048,0.0,0.848800003528595
31,31744,2230.4415767861974,57,0.5474333403011163,0.34227936482132276,0.0,0.9064000248908997,121.08333333333333,87.97107321285914,26.0,250.0,1.8458614647388458,0.21185041591525078,-0.034727717749774456,0.01406648033298552,0.060049758297272056,0.5474333403011163,0.34227936482132276,0.0,0.9064000248908997
32,32768,2238.770640241153,58,0.7413538488057944,0.21961973000577914,0.10719999670982361,0.9675999879837036,71.84615384615384,61.00548040179058,9.0,248.0,1.8131758570671082,0.2996179610490799,-0.06487740855664015,0.01446426217444241,0.07047262600584464,0.7413538488057944,0.21961973000577914,0.10719999670982361,0.9675999879837036
33,33792,2246.2947862028855,58,0.6063499972224236,0.3521495919683645,0.0,0.9603999853134155,105.875,92.10515390031114,11.0,250.0,1.8236536979675293,0.3006204292178154,0.0024918196140788496,0.011773289879783988,0.0622471389275473,0.6063499972224236,0.3521495919683645,0.0,0.9603999853134155
34,34816,2259.782404710906,59,0.5940266638994217,0.3319916251619656,0.0,0.9711999893188477,109.06666666666666,85.85683173490364,8.0,250.0,1.776811122894287,0.3256716877222061,-0.008754723479796667,0.015164318960160017,0.0816531960737989,0.5940266638994217,0.3319916251619656,0.0,0.9711999893188477
35,35840,2240.79833339681,59,0.8229454593224959,0.07366327775074209,0.6796000003814697,0.9136000275611877,49.18181818181818,20.462018836762738,24.0,89.0,1.78713920712471,0.33236463367938995,-0.03874091058969498,0.013216192135587335,0.09483581199186497,0.8229454593224959,0.07366327775074209,0.6796000003814697,0.9136000275611877
36,36864,2248.908287303232,60,0.7275692316202017,0.2913809448661599,0.0,0.9675999879837036,73.53846153846153,75.7776254623359,9.0,250.0,1.7700247168540955,0.34186215698719025,-0.015049894922412932,0.01459532743319869,0.09042176656079406,0.7275692316202017,0.2913809448661599,0.0,0.9675999879837036
