update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,1024,2351.9800844090737,43,0.0,0.0,0,0,0.0,0.0,0,0,1.7187954187393188,0.8021405041217804,0.1342228278517723,0.002574989339336753,0.12040455632829705,0.0,0.0,0,0
2,2048,2209.3828218277367,43,0.03635000064969063,0.0961730618761177,0.0,0.290800005197525,243.375,17.528102435802914,197.0,250.0,1.8163873255252838,0.5286315828561783,0.20410852506756783,0.029546684585511684,0.2058355370358304,0.03635000064969063,0.0961730618761177,0.0,0.290800005197525
3,3072,2271.2401150065334,44,0.03635000064969063,0.0961730618761177,0.0,0.290800005197525,243.375,17.528102435802914,197.0,250.0,1.8307966887950897,0.45795418322086334,0.08379101008176804,0.0011041385150747374,0.05546207935104411,0.03635000064969063,0.0961730618761177,0.0,0.290800005197525
4,4096,2259.354454118448,44,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.8872836828231812,0.2920443266630173,0.118013896048069,0.008712091716006398,0.07844982860969588,0.0,0.0,0.0,0.0
5,5120,2213.734067436162,44,0.19060000032186508,0.3309571574643181,0.0,0.8091999888420105,204.0,79.93903927368655,53.0,250.0,1.881832242012024,0.2553424537181854,0.02550173318013549,0.004099478654097766,0.03507267433393875,0.19060000032186508,0.3309571574643181,0.0,0.8091999888420105
6,6144,2184.426671874746,45,0.24619999900460243,0.3081269835028305,0.0,0.765999972820282,195.5,74.95998932764064,65.0,250.0,1.8781822621822357,0.1947571225464344,0.04279983323067427,0.004628883732948452,0.040340813850713905,0.24619999900460243,0.3081269835028305,0.0,0.765999972820282
7,7168,2178.612756369384,45,0.27680000104010105,0.3224593607051348,0.0,0.765999972820282,187.0,77.97595783316804,65.0,250.0,1.8872810006141663,0.16418856009840965,0.020212921779602766,0.0029341006884351373,0.027466579925125356,0.27680000104010105,0.3224593607051348,0.0,0.765999972820282
8,8192,2230.607226287608,46,0.23810000531375408,0.2767666767449706,0.0,0.701200008392334,197.75,65.31605851549831,83.0,250.0,1.9092203378677368,0.11728273890912533,0.029527359642088413,0.0008496336959069595,0.025078243629770857,0.23810000531375408,0.2767666767449706,0.0,0.701200008392334
9,9216,2200.919779322163,46,0.1006999984383583,0.2664271528924887,0.0,0.8055999875068665,225.5,64.82090712108247,54.0,250.0,1.9121863842010498,0.10639488697052002,0.013508947566151619,0.004246311902534217,0.024648880138400085,0.1006999984383583,0.2664271528924887,0.0,0.8055999875068665
10,10240,2232.8964011362646,47,0.18059999868273735,0.2738246854365977,0.0,0.8055999875068665,210.25,64.99567293289608,54.0,250.0,1.9200785458087921,0.0918914433568716,0.012866111937910318,0.0007317849958781153,0.013267464987150226,0.18059999868273735,0.2738246854365977,0.0,0.8055999875068665
